,#hurricanealex,hurricane alex,#hurricanecolin,#hurricaneearl,hurricane earl,#hurricanegaston,hurricane gaston,#hurricanehermine,hurricane hermine,#hurricanematthew,hurricane matthew,#hurricanenicole,hurricane nicole,#hurricaneotto,hurricane otto
2017-03-10,,,,,,,,,,6.613168885867038e-08,,,,,
2017-03-11,,,,,,,,,,3.502536002436224e-08,,,,,
2017-03-12,,,,,,,,,,5.1568054470350414e-08,,,,,
2017-03-13,,,,,,,,,,5.2458055430664585e-08,2.2957907689758462e-07,,,,
2017-03-14,,,,,,,,,,4.1165892376539336e-08,1.976963650722583e-07,,,,
2017-03-15,,,,,,,,,,2.5897661640047945e-08,,,,,
2017-03-16,,,,,,,,,,7.340197914385526e-08,8.948809220548762e-08,,,,
2017-03-17,,,,,,,,,,2.207871109077024e-08,,,,,
2017-03-18,,,,,,,,,,4.026386150874406e-08,9.8314352498172e-08,,,,
2017-03-19,,,,,,,,,,6.687521889443393e-08,,,,,
2017-03-20,,,,,,,,,,3.095511544374958e-08,,,,,
2017-03-21,,,,,,,,,,3.7344428910881044e-08,,,,,
2017-03-22,,,,,,,,,,8.560958864053821e-08,,,,,
2017-03-23,,,,,,,,,,3.124225452439916e-08,8.317577669415513e-08,,,,
2017-03-24,,,,,,,,,,3.742338197401764e-08,,,,,
2017-03-25,,,,,,,,,,7.880063302851915e-08,,,,,
2017-03-26,,,,,,,,,,4.719897004295531e-08,,,,,
2017-03-27,,,,,,,,,,6.712240317266121e-08,,,,,
2017-03-28,,,,,,,,,,9.244200275751232e-08,1.0426185266986975e-07,,,,
2017-03-29,,,,,,,,,,7.146159414534289e-08,,,,,
2017-03-30,,,,,,,,,,4.939455366760241e-08,9.941324780706363e-08,,,,
2017-03-31,,,,,,,,,,4.6100728362695177e-08,,,,,
2017-04-01,,,,,,,,,,4.3142311954341434e-08,2.8291742049081267e-07,,,,
2017-04-02,,,,,,,,,,5.2722324859570866e-08,,,,,
2017-04-03,,,,,,,,,,7.101926904094754e-08,9.899778255449196e-08,,,,
2017-04-04,,,,,,,,,,2.0162873998231482e-07,1.1302777968512156e-07,,,,
2017-04-05,,,,,,,,,,1.8698680403137567e-07,,,,,
2017-04-06,,,,,,,,,,1.6890006209716346e-07,1.0677835817810022e-07,,,,
2017-04-07,,,,,,,,,,1.6603821025549252e-07,,,,,
2017-04-08,,,,,,,,,,8.203722200409437e-08,9.426410845188022e-08,,,,
2017-04-09,,,,,,,,,,6.740051489459163e-08,,,,,
2017-04-10,,,,,,,,,,1.1744654565884347e-07,,,,,
2017-04-11,,,,,,,,,,4.8198237938827415e-08,,,,,
2017-04-12,,,,,,,,,,1.01628281914201e-07,1.3109942123538508e-07,,,,
2017-04-13,,,,,,,,,,9.42473481069267e-08,9.454476694714948e-08,,,,
2017-04-14,,,,,,,,,,5.816183419858271e-08,,,,,
2017-04-15,,,,,,,,,,,,,,,
2017-04-16,,,,,,,,,,5.7869259200219756e-08,,,,,
2017-04-17,,,,,,,,,,4.902467906701983e-08,,,,,
2017-04-18,,,,,,,,,,5.689607654380211e-08,,,,,
2017-04-19,,,,,,,,,,3.6091591818677535e-08,,,,,
2017-04-20,,,,,,,,,,5.295159665955488e-08,,,,,
2017-04-21,,,,,,,,,,6.773101669776141e-08,8.419808475097749e-08,,,,
2017-04-22,,,,,,,,,,2.9691462826757665e-08,,,,,
2017-04-23,,,,,,,,,,2.3284594795660218e-07,,,,,
2017-04-24,,,,,,,,,,5.8788931339723e-08,,,,,
2017-04-25,,,,,,,,,,6.852324098020408e-08,3.257495286039257e-07,,,,
2017-04-26,,,,,,,,,,7.887877170481526e-08,4.369153498467469e-07,,,,
2017-04-27,,,,,,,,,,1.2144937857362817e-07,1.6315656141313117e-07,,,,
2017-04-28,,,,,,,,,,6.784922129901043e-08,1.264874959641454e-07,,,,
2017-04-29,,,,,,,,,,3.00134912443953e-08,,,,,
2017-04-30,,,,,,,,,,2.306997351359411e-08,,,,,
2017-05-01,,,,,,,,,,4.4602706344139975e-08,,,,,
2017-05-02,,,,,,,,,,2.6102147971858752e-08,,,,,
2017-05-03,,,,,,,,,,1.7220071772484245e-08,,,,,
2017-05-04,,,,,,,,,,3.748031939662083e-08,,,,,
2017-05-05,,,,,,,,,,4.242106061616524e-08,,,,,
2017-05-06,,,,,,,,,,2.093088860763705e-08,,,,,
2017-05-07,,,,,,,,,,,,,,,
2017-05-08,,,,,,,,,,4.6719279676913384e-08,,,,,
2017-05-09,,,,,,,,,,4.449256265659575e-08,,,,,
2017-05-10,,,,,,,,,,1.6304671556522208e-07,6.552049007592211e-07,,,,
2017-05-11,,,,,,,,,,1.1825639870827873e-07,1.3943622781934565e-05,,,,
2017-05-12,,,,,,,,,,8.777976832490565e-08,9.012599240158499e-06,,,,
2017-05-13,,,,,,,,,,3.7524463336784744e-08,1.990619047573559e-06,,,,
2017-05-14,,,,,,,,,,3.743524865149945e-08,4.503749154535115e-07,,,,
2017-05-15,,,,,,,,,,4.4132607147301226e-08,1.9847056182519128e-07,,,,
2017-05-16,,,,,,,,,,3.658736929099436e-08,1.4115782034743934e-07,,,,
2017-05-17,,,,,,,,,,1.8337204821544293e-08,9.751206355867507e-08,,,,
2017-05-18,,,,,,,,,,3.669724063631144e-08,,,,,
2017-05-19,,,,,,,,,,4.5143763927728966e-08,,,,,
2017-05-20,,,,,,,,,,,,,,,
2017-05-21,,,,,,,,,,,,,,,
2017-05-22,,,,,,,,,,3.914268235773286e-08,,,,,
2017-05-23,,,,,,,,,,2.8487072535961317e-08,7.347495068210038e-08,,,,
2017-05-24,,,,,,,,,,3.619446769913859e-08,,,,,
2017-05-25,,,,,,,,,,,1.0473009483609317e-07,,,,
2017-05-26,,,,,,,,,,,9.429848616248821e-08,,,,
2017-05-27,,,,,,,,,,2.6851631588912434e-08,,,,,
2017-05-28,,,,,,,,,,2.6819951774079196e-08,,,,,
2017-05-29,,,,,,,,,,2.057201315750989e-08,,,,,
2017-05-30,,,,,,,,,,,,,,,
2017-05-31,,,,,,,,,,3.7151290154014154e-08,,,,,
2017-06-01,,,,,,,,,,9.039819074168308e-08,8.650975651987629e-08,,,,
2017-06-02,,,,,,,,,,6.836818508189696e-08,1.3508062196002033e-07,,,,
2017-06-03,,,,,,,,,,2.5391339190925697e-08,1.0831359480538398e-07,,,,
2017-06-04,,,,,,,,,,3.2663661392060855e-08,1.141899507630309e-07,,,,
2017-06-05,,,,,,,,,,4.329792022096487e-08,1.1254153102214976e-07,,,,
2017-06-06,,,,,,,,,,2.8690818719003335e-08,1.0175134206458886e-07,,,,
2017-06-07,,,,,,,,,,1.8625943128122656e-08,,,,,
2017-06-08,,,,,,,,,,2.2114842474274214e-08,,,,,
2017-06-09,,,,,,,,,,1.9642536671363754e-08,,,,,
2017-06-10,,,,,,,,,,,,,,,
2017-06-11,,,,,,,,,,,1.2345661738580284e-07,,,,
2017-06-12,,,,,,,,,,1.9589389931939016e-08,,,,,
2017-06-13,,,,,,,,,,3.2948621773742734e-08,,,,,
2017-06-14,,,,,,,,,,,,,,,
2017-06-15,,,,,,,,,,3.344239902928755e-08,,,,,
2017-06-16,,,,,,,,,,2.908204699804205e-08,,,,,
2017-06-17,,,,,,,,,,,,,,,
2017-06-18,,,,,,,,,,,,,,,
2017-06-19,,,,,,,,,,2.4630287197178194e-08,,,,,
2017-06-20,,,,,,,,,,,,,,,
2017-06-21,,,,,,,,,,3.385451079121962e-08,,,,,
2017-06-22,,,,,,,,,,2.7929994177154814e-08,,,,,
2017-06-23,,,,,,,,,,,,,,,
2017-06-24,,,,,,,,,,,1.262762613959741e-07,,,,
2017-06-25,,,,,,,,,,3.7863099483817234e-08,,,,,
2017-06-26,,,,,,,,,,3.410190950329507e-08,,,,,
2017-06-27,,,,,,,,,,,,,,,
2017-06-28,,,,,,,,,,2.3829179251293098e-08,,,,,
2017-06-29,,,,,,,,,,2.7734007094673333e-08,9.343296933389305e-08,,,,
2017-06-30,,,,,,,,,,5.738566435998135e-08,,,,,
2017-07-01,,,,,,,,,,3.1974145620586804e-08,,,,,
2017-07-02,,,,,,,,,,4.695158880107365e-08,,,,,
2017-07-03,,,,,,,,,,2.0398960732107686e-08,,,,,
2017-07-04,,,,,,,,,,2.549034827080487e-08,,,,,
2017-07-05,,,,,,,,,,2.877995110324681e-08,,,,,
2017-07-06,,,,,,,,,,3.307107701541864e-08,,,,,
2017-07-07,,,,,,,,,,1.892252019414903e-08,1.8138277887002681e-07,,,,
2017-07-08,,,,,,,,,,3.132938687141939e-08,,,,,
2017-07-09,,,,,,,,,,2.02149643133106e-08,,,,,
2017-07-10,,,,,,,,,,1.846987161296724e-08,,,,,
2017-07-11,,,,,,,,,,,,,,,
2017-07-12,,,,,,,,,,3.2134553508649786e-08,9.284486457755557e-08,,,,
2017-07-13,,,,,,,,,,3.67020228416232e-08,,,,,
2017-07-14,,,,,,,,,,,1.1481849177070035e-07,,,,
2017-07-15,,,,,,,,,,3.138780341000549e-08,,,,,
2017-07-16,,,,,,,,,,,,,,,
2017-07-17,,,,,,,,,,,,,,,
2017-07-18,,,,,,,,,,,,,,,
2017-07-19,,,,,,,,,,,,,,,
2017-07-20,,,,,,,,,,3.125004227126254e-08,,,,,
2017-07-21,,,,,,,,,,3.280030018459869e-08,,,,,
2017-07-22,,,,,,,,,,,,,,,
2017-07-23,,,,,,,,,,2.4476794085122006e-08,,,,,
2017-07-24,,,,,,,,,,2.2860190603880098e-08,,,,,
2017-07-25,,,,,,,,,,2.6416071717662312e-08,,,,,
2017-07-26,,,,,,,,,,1.6814420090387007e-08,5.812002698503912e-07,,,,
2017-07-27,,,,,,,,,,2.6782059012910076e-08,,,,,
2017-07-28,,,,,,,,,,3.656663153085695e-08,,,,,
2017-07-29,,,,,,,,,,2.6678263102930213e-08,,,,,
2017-07-30,,,,,,,,,,,,,,,
2017-07-31,,,,,,,,,,2.4020179641158694e-08,,,,,
2017-08-01,,,,,,,,,,,,,,,
2017-08-02,,,,,,,,,,,,,,,
2017-08-03,,,,,,,,,,2.8474504747091466e-08,,,,,
2017-08-04,,,,,,,,,,1.9641030413040608e-08,,,,,
2017-08-05,,,,,,,,,,,8.70145223409148e-08,,,,
2017-08-06,,,,,,,,,,,,,,,
2017-08-07,,,,,,,,,,2.9087795956325138e-08,,,,,
2017-08-08,,,,,,,,,,4.160751945885445e-08,8.365961773528976e-08,,,,
2017-08-09,,,,,,,,,,2.3739404278926015e-08,,,,,
2017-08-10,,,,,,,,,,2.3724156724493367e-08,,,,,
2017-08-11,,,,,,,,,,,,,,,
2017-08-12,,,,,,,,,,,,,,,
2017-08-13,,,,,,,,,,,,,,,
2017-08-14,,,,,,,,,,,,,,,
2017-08-15,,,,,,,,,,1.6527519278194313e-08,,,,,
2017-08-16,,,,,,,,,,2.964941360088659e-08,,,,,
2017-08-17,,,,,,,,,,,,,,,
2017-08-18,,,,,,,,,,,,,,,
2017-08-19,,,,,,,,,,,,,,,
2017-08-20,,,,,,,,,,,,,,,
2017-08-21,,,,,,,,,,2.630620063279741e-08,,,,,
2017-08-22,,,,,,,,,,2.326808640804924e-08,,,,,
2017-08-23,,,,,,,,,,,,,,,
2017-08-24,,,,,,,,,,2.826456170551644e-08,1.0023218836550965e-06,,,,
2017-08-25,,,,,,,,,,4.156396211627734e-08,1.3114176034305977e-06,,,,
2017-08-26,,,,,,,,,,3.86647727758783e-08,2.520412538243788e-07,,,,
2017-08-27,,,,,,,,,,3.4449754419542845e-08,2.7513070198635653e-07,,,,
2017-08-28,,,,,,,,,,5.3370905264619506e-08,1.8913235913241034e-07,,,,
2017-08-29,,,,,,,,,,1.741838160068482e-08,1.527436459372294e-07,,,,
2017-08-30,,,,,,,,,,2.2025232458708414e-08,9.828650535969653e-08,,,,
2017-08-31,,,,,,,,,,4.8793000667120084e-08,,,,,
2017-09-01,,,,,,,,,,1.8882333708408862e-08,,,,,
2017-09-02,,,,,,,,,,,,,,,
2017-09-03,,,,,,,,,,1.9568008906027028e-08,8.334649209486913e-08,,,,
2017-09-04,,,,,,,,,,2.324755717807593e-08,2.572643092202217e-07,,,,
2017-09-05,,,,,,,,,,1.4191357659203673e-07,1.0274941116339172e-06,,,,
2017-09-06,,,,,,,,,,2.252071812606618e-07,2.115815873966995e-06,,,,
2017-09-07,,,,,,,,,,2.1623599101029891e-07,1.2949613518784532e-06,,,,
2017-09-08,,,,,,,,,,1.5805663597007578e-07,8.404047925238851e-07,,2.783840875235369e-07,,
2017-09-09,,,,,,,,,,1.2283018180770777e-07,5.994115141230207e-07,,,,
2017-09-10,,,,,,,,,,9.286619713680317e-08,2.80981905212794e-07,,,,
2017-09-11,,,,,,,,,,1.0708551302447265e-07,2.3804233035347978e-07,,,,
2017-09-12,,,,,,,,,,6.176602394415032e-08,1.8695331251306714e-07,,,,
2017-09-13,,,,,,,,,,2.871550808628947e-08,,,,,
2017-09-14,,,,,,,,,,2.880925168785003e-08,,,,,
2017-09-15,,,,,,,,,,,8.040294180856383e-08,,,,
2017-09-16,,,,,,,,,,2.1584017363219598e-08,,,,,
2017-09-17,,,,,,,,,,1.9975153007050296e-08,,,,,
2017-09-18,,,,,,,,,,2.8253122702285367e-08,,,,,
2017-09-19,,,,,,,,,,7.537216738852555e-08,,,,,
2017-09-20,,,,,,,,,,3.743575976829062e-08,,,,,
2017-09-21,,,,,,,,,,,,,,,
2017-09-22,,,,,,,,,,,,,,,
2017-09-23,,,,,,,,,,,,,,,
2017-09-24,,,,,,,,,,,,,,,
2017-09-25,,,,,,,,,,,,,,,
2017-09-26,,,,,,,,,,,,,,,
2017-09-27,,,,,,,,,,,9.842654052767433e-08,,,,
2017-09-28,,,,,,,,,,1.9188738697245252e-08,,,,,
