,#hurricaneberyl,hurricane beryl,#hurricanechris,hurricane chris,#hurricaneflorence,hurricane florence,#hurricanegordon,hurricane gordon,#hurricanehelene,hurricane helene,#hurricaneisaac,hurricane isaac,#hurricaneleslie,hurricane leslie,#hurricanemichael,hurricane michael,#hurricaneoscar,hurricane oscar
2019-03-14,,,,,2.8389907155209085e-08,1.0035109801495419e-07,,,,,,,,,4.96823375216159e-08,9.29176833471798e-08,,
2019-03-15,,,,,2.7978415072447834e-08,7.677311568686355e-08,,,,,,,,,2.7978415072447834e-08,1.0967587955266222e-07,,
2019-03-16,,,,,,,,,,,,,,,,,,
2019-03-17,,,,,,,,,,,,,,,,2.418026430189535e-07,,
2019-03-18,,,,,1.2015062345712792e-07,1.2996215879638374e-07,,,,,,,,,5.426157188386422e-08,4.508062383249561e-07,,
2019-03-19,,,,,,,,,,,,,,,2.223737872539748e-08,2.0961459120026923e-07,,
2019-03-20,,,,,2.8743545847865276e-08,1.5806441304724032e-07,,,,,,,,,3.59294323098316e-08,1.3924722101780695e-07,,
2019-03-21,,,,,,4.3113675977436147e-07,,,,,,,,,3.5795040860540274e-08,1.6120765800258734e-07,,
2019-03-22,,,,,,1.5088506519896437e-07,,,,,,,,,4.32466426631222e-08,2.300997244284207e-07,,
2019-03-23,,,,,,,,,,,,,,,,1.14122655369915e-07,,
2019-03-24,,,,,,,,,,,,,,,,,,
2019-03-25,,,,,2.1145888508683463e-08,,,,,,,,,,,1.21720679375931e-07,,
2019-03-26,,,,,,,,,,,,,,,4.7980923826558047e-08,1.2912523749179966e-07,,
2019-03-27,,,,,4.176676754118354e-08,,,,,,,,,,2.784451169412236e-08,2.549739545016098e-07,,
2019-03-28,,,,,2.5743895134082022e-08,,,,,,,,,,1.471079721947544e-08,1.2709075410951132e-07,,
2019-03-29,,,,,,1.1852926468743939e-07,,,,,,,,,1.951003413346806e-08,1.798375050430115e-07,,
2019-03-30,,,,,,1.9077510189176185e-07,,,,,,,,,1.692647021162133e-08,2.3514140465728786e-07,,
2019-03-31,,,,,,1.6098329056186173e-07,,,,,,,,,7.469524056826833e-08,1.1970552375112795e-07,,
2019-04-01,,,,,,1.457752481350815e-07,,,,,,,,,4.889768684489771e-08,1.9305370698970251e-07,,
2019-04-02,,,,,,8.76944538248914e-08,,,,,,,,,2.1850073947751515e-08,3.0502418721701356e-07,,
2019-04-03,,,,,2.2305794931019998e-08,,,,,,,,,,3.345869239653e-08,3.736791376681276e-07,,
2019-04-04,,,,,,,,,,,,,,,6.442573072630175e-08,1.4617117701008334e-07,,
2019-04-05,,,,,,1.3172506134436107e-07,,,,,,,,,5.7161237148124666e-08,8.382503903732068e-08,,
2019-04-06,,,,,2.4768708561021752e-08,,,,,,,,,,5.366553521554713e-08,2.6848332182254396e-07,,
2019-04-07,,,,,1.5277982470913758e-08,,,,,,,,,,6.875092111911191e-08,3.0449963152138996e-07,,
2019-04-08,,,,,,,,,,,,,,,2.41029381459351e-07,1.0489090844376397e-07,,
2019-04-09,,,,,,,,,,,,,,,1.2015391016815245e-07,1.6394588369040766e-07,,
2019-04-10,,,,,2.524883775632133e-08,,,,,,,,,,1.4788604971559638e-07,9.140987589655099e-07,,
2019-04-11,,,,,,,,,,,,,,,9.60950902345532e-08,3.390509229187809e-07,,
2019-04-12,,,,,,,,,,,,,,,6.075957776009074e-08,1.5900266799056762e-07,,
2019-04-13,,,,,,,,,,,,,,,1.8652238767039864e-08,1.9928336918936098e-07,,
2019-04-14,,,,,,,,,,,,,,,2.633429277940026e-08,9.480809088455285e-08,,
2019-04-15,,,,,,,,,,,,,,,2.592848938924354e-08,,,
2019-04-16,,,,,,,,,,,,,,,5.510908562443019e-08,2.655460929424025e-07,,
2019-04-17,,,,,,,,,,,,,,,4.023187502186008e-08,1.9531253665101982e-07,,
2019-04-18,,,,,,,,,,,,,,,3.8381802146408774e-08,2.2644597285980003e-07,,
2019-04-19,,,,,,,,,,,,,,,5.741385339330921e-07,3.943179533617999e-06,,
2019-04-20,,,,,,,,,,,,,,,1.3731847127473807e-07,8.419573284770747e-07,,
2019-04-21,,,,,,,,,,,,,,,6.785163128053758e-08,2.4702099587192746e-07,,
2019-04-22,,,,,,,,,,,,,,,6.421315501380742e-08,3.0465470733040886e-07,,
2019-04-23,,,,,,,,,,,,,,,6.500815203851766e-08,1.3610909781180193e-07,,
2019-04-24,,,,,,,,,,,,,,,3.2849831878338175e-08,1.5823970519309964e-07,,
2019-04-25,,,,,,,,,,,,,,,5.122451258211482e-08,8.36944390710707e-07,,
2019-04-26,,,,2.4980563392257206e-07,,,,,,,,,,,5.137448659182045e-08,2.3058981592852804e-07,,
2019-04-27,,,,,,,,,,,,,,,1.957436230358659e-08,1.9278605730543403e-07,,
2019-04-28,,,,,1.875564551963508e-08,,,,,,,,,,1.875564551963508e-08,1.7307712066321642e-07,,
2019-04-29,,,,,,,,,,,,,,,1.0704392351031014e-07,2.2041893580871584e-07,,
2019-04-30,,,,,,,,,,,,,,,5.316117938331635e-08,1.262051417140276e-07,,
2019-05-01,,,,,,,,,,,,,,,8.272758156437608e-08,,,
2019-05-02,,,,,,,,,,,,,,,1.4549834644383834e-07,1.122792407172486e-07,,
2019-05-03,,,,,1.5367299570564272e-08,8.046305490355112e-08,,,,,,,,,1.1141292188659097e-07,2.977133031431392e-07,,
2019-05-04,,,,,7.367254807578867e-08,,,,,,,,,,4.092919337543815e-08,1.8450803117547244e-07,,
2019-05-05,,,,,,,,,,,,,,,,,,
2019-05-06,,,,,2.1613994101519396e-08,,,,,,,,,,2.881865880202586e-08,2.266759230535432e-07,,
2019-05-07,,,,,,,,,,,,,,,4.566517832492756e-08,1.8412747581164303e-07,,
2019-05-08,,,,,3.781758290768469e-08,,,,,,,,,,1.8221199037338987e-07,6.5187448866907515e-06,,
2019-05-09,,,,,5.37498099854634e-08,,,,,,,,,,1.79166033284878e-07,1.9989853780295313e-06,,
2019-05-10,,,,,4.54621961911075e-08,,,,,,,,,,3.712746022273779e-07,1.880243081633681e-06,,
2019-05-11,,,,,,,,,,,,,,,2.0324872766296484e-07,4.825735475127481e-07,,
2019-05-12,,,,,,,,,,,,,,,1.942574287168286e-08,1.0191486577561467e-07,,
2019-05-13,,,,,,,,,,,,,,,,8.117582078602215e-08,,
2019-05-14,,,,,,,,,,,,,,,,,,
2019-05-15,,,,,1.4346708497077697e-08,,,,,,,,,,2.1520062745616548e-08,1.2391950267213256e-07,,
2019-05-16,,,,,,,,,,,,,,,4.555187452025554e-08,8.065647300586778e-08,,
2019-05-17,,,,,1.4740223659972992e-08,,,,,,,,,,,,,
2019-05-18,,,,,,,,,,,,,,,3.2241865448883885e-08,8.02916639487234e-08,,
2019-05-19,,,,,,,,,,,,,,,,,,
2019-05-20,,,,,,,,,,,,,,,2.5907736967392353e-08,2.868585500722182e-07,,
2019-05-21,,,,,3.6452103763727466e-08,,,,,,,,,,2.187126225823648e-08,8.017556279694452e-08,,
2019-05-22,,,,,,,,,,,,,,,,7.712491163027626e-08,,
2019-05-23,,,,,1.8121151269068257e-08,,,,,,,,,,1.6671459167542798e-07,1.707695765119426e-07,,
2019-05-24,,,,,,,,,,,,,,,9.274858698493859e-08,1.5379460961387426e-07,,
2019-05-25,,,,,,,,,,,,,,,,,,
2019-05-26,,,,,,,,,,,,,,,,,,
2019-05-27,,,,,,,,,,,,,,,2.0578668113945187e-08,,,
2019-05-28,,,,,1.9882939274552826e-08,,,,,,,,,,2.3859527129463392e-08,1.5011230839993327e-07,,
2019-05-29,,,,,,,,,,,,,,,4.1376810510991796e-08,9.063873097958052e-08,,
2019-05-30,,,,,,,,,,,,,,,3.355508321929079e-08,8.593969481923722e-08,,
2019-05-31,,,,,,,,,,,,,,,4.3221077181068064e-08,2.5115532478727246e-07,,
2019-06-01,,,,,,,,,,,,,,,3.235587017972307e-08,4.6253856457716893e-07,,
2019-06-02,,,,,,,,,,,,,,,4.346419599317802e-08,2.3211954541243988e-07,,
2019-06-03,,,,,,,,,,,,,,,6.871503881420504e-08,4.362109446334496e-07,,
2019-06-04,,,,,1.525536919774523e-08,,,,,,,,,,6.864916138985353e-08,2.398877709052597e-07,,
2019-06-05,,,,,,1.3395372243597416e-07,,,,,,,,,,1.741398391667664e-07,,
2019-06-06,,,,,,,,,,,,,,,7.610042516506482e-08,2.014470884449413e-07,,
2019-06-07,,,,,,,,,,,,,,,2.3133652933230946e-08,2.2637311738060172e-07,,
2019-06-08,,,,,,,,,,,,,,,,1.0264092970047753e-07,,
2019-06-09,,,,,,,,,,,,,,,,,,
2019-06-10,,,,,,,,,,,,,,,,,,
2019-06-11,,,,,1.514599552619856e-08,,,,,,,,,,1.89324944077482e-08,,,
2019-06-12,,,,,,,,,,,,,,,,,,
2019-06-13,,,,,,,,,,,,,,,,1.804041372892623e-07,,
2019-06-14,,,,,1.9077519807654646e-08,,,,,,,,,,1.9077519807654646e-08,8.795263082390139e-08,,
2019-06-15,,,,,,,,,,,,,,,,,,
2019-06-16,,,,,,,,,,,,,,,,,,
2019-06-17,,,,,1.6170551452996816e-08,,,,,,,,,,,,,
2019-06-18,,,,,,,,,,,,,,,,,,
2019-06-19,,,,,,,,,,,,,,,,,,
2019-06-20,,,,,,,,,,,,,,,,,,
2019-06-21,,,,,,,,,,,,,,,,8.124898728940843e-08,,
2019-06-22,,,,,,8.532921131805635e-08,,,,,,,,,,,,
2019-06-23,,,,,,,,,,,,,,,2.8056691350542906e-08,,,
2019-06-24,,,,,,1.20139100895468e-07,,,,,,,,,3.055877997371303e-08,,,
2019-06-25,,,,,,,,,,,,,,,1.4550902244517778e-08,,,
2019-06-26,,,,,,,,,,,,,,,2.6488448851003933e-08,1.42745844715051e-07,,
2019-06-27,,,,,,,,,,,,,,,3.8039504352409715e-08,9.968076278781878e-08,,
2019-06-28,,,,,,,,,,,,,,,1.5874947639957854e-08,,,
2019-06-29,,,,,,,,,,,,,,,,,,
2019-06-30,,,,,,,,,,,,,,,,,,
2019-07-01,,,,,,,,,,,,,,,,,,
2019-07-02,,,,,,,,,,,,,,,,,,
2019-07-03,,,,,1.8151675641260492e-08,,,,,,,,,,,,,
2019-07-04,,,,,,,,,,,,,,,,,,
2019-07-05,,,,,,,,,,,,,,,1.602236497837872e-08,1.0084025478433228e-07,,
2019-07-06,,,,,,,,,,,,,,,,1.1165023887093059e-07,,
2019-07-07,,,,,,,,,,,,,,,,,,
2019-07-08,,,,,,,,,,,,,,,1.886887751342128e-08,,,
2019-07-09,,,,,,,,,,,,,,,,8.819080625415455e-08,,
2019-07-10,,,,,,,,,,,,,,,,2.721301623556528e-07,,
2019-07-11,,,,,,,,,,,,,,,,,,
2019-07-12,,,,,,,,,,,,,,,2.8484191665283404e-08,1.444718542424459e-07,,
2019-07-13,,,,,,,,,,,,,,,3.63814003357025e-08,9.752542381793038e-08,,
2019-07-14,,,,,,,,,,,,,,,,,,
2019-07-15,,,,,,,,,,,,,,,,,,
2019-07-16,,,,,,,,,,,,,,,,,,
2019-07-17,,,,,,,,,,,,,,,2.1516124303684875e-08,,,
2019-07-18,,,,,,,,,,,,,,,,8.592382970548479e-08,,
2019-07-19,,,,,,,,,,,,,,,,,,
2019-07-20,,,,,,,,,,,,,,,,,,
2019-07-21,,,,,,,,,,,,,,,,,,
2019-07-22,,,,,,,,,,,,,,,,,,
2019-07-23,,,,,,,,,,,,,,,,,,
2019-07-24,,,,,,,,,,,,,,,,,,
2019-07-25,,,,,,,,,,,,,,,,,,
2019-07-26,,,,,,,,,,,,,,,,,,
2019-07-27,,,,,,,,,,,,,,,,,,
2019-07-28,,,,,,,,,,,,,,,1.9230747929017677e-08,,,
2019-07-29,,,,,,,,,,,,,,,1.4439200459741254e-08,,,
2019-07-30,,,,,,,,,,,,,,,,,,
2019-07-31,,,,,,,,,,,,,,,,,,
2019-08-01,,,,,,,,,,,,,,,1.8642757792138643e-08,,,
2019-08-02,,,,,,,,,,,,,,,1.56486196964818e-08,,,
2019-08-03,,,,,,,,,,,,,,,,,,
2019-08-04,,,,,,,,,,,,,,,,,,
2019-08-05,,,,,,,,,,,,,,,1.6909142587734803e-08,,,
2019-08-06,,,,,,,,,,,,,,,,2.8991144343305536e-07,,
2019-08-07,,,,,,,,,,,,,,,,8.285167750764057e-08,,
2019-08-08,,,,,,,,,,,,,,,,7.950105398703008e-08,,
2019-08-09,,,,,,,,,,,,,,,,,,
2019-08-10,,,,,,,,,,,,,,,,,,
2019-08-11,,,,,,8.158752350536552e-08,,,,,,,,,,,,
2019-08-12,,,,,,,,,,,,,,,,,,
2019-08-13,,,,,1.856640754113409e-08,,,,,,,,,,,,,
2019-08-14,,,,,3.00901203618355e-08,,,,,,,,,,2.2567590271376627e-08,,,
2019-08-15,,,,,,,,,,,,,,,2.619888561393254e-08,,,
2019-08-16,,,,,,7.804554629639625e-08,,,,,,,,,2.3519594224907892e-08,,,
2019-08-17,,,,,,,,,,,,,,,2.505080899019926e-08,,,
2019-08-18,,,,,,,,,,,,,,,,,,
2019-08-19,,,,,,,,,,,,,,,,,,
2019-08-20,,,,,,,,,,,,,,,,,,
2019-08-21,,,,,,,,,,,,,,,,,,
2019-08-22,,,,,,,,,,,,,,,1.5218904807888684e-08,,,
2019-08-23,,,,,,,,,,,,,,,1.5473645922618286e-08,,,
2019-08-24,,,,,,,,,,,,,,,,,,
2019-08-25,,,,,,,,,,,,,,,,9.38096772127122e-08,,
2019-08-26,,,,,,,,,,,,,,,1.9734539188405866e-08,,,
2019-08-27,,,,,,,,,,,,,,,1.54885194021701e-08,1.2174875232690275e-07,,
2019-08-28,,,,,,,,,,,,,,,,1.0938927871928782e-07,,
2019-08-29,,,,,1.2130974522959473e-07,,,,,,,,,,5.686394307637253e-08,3.65391484805632e-07,,
2019-08-30,,,,,2.7792634043556362e-08,,,,,,,,,,1.2308166505003531e-07,6.948411407167896e-07,,
2019-08-31,,,,,2.3649430584579594e-08,,,,,,,,,,6.700671998964218e-08,1.0750587494797543e-07,,
2019-09-01,,,,,,,,,,,,,,,5.630739144950338e-08,7.202066024802538e-07,,
2019-09-02,,,,,,,,,,,,,,,3.76187218176289e-08,6.149746492666528e-07,,
2019-09-03,,,,,,,,,,,,,,,2.2612766815384806e-08,1.4600469689217755e-07,,
2019-09-04,,,,,,,,,,,,,,,2.155418777230281e-08,2.1811963835839174e-07,,
2019-09-05,,,,,,,,,,,,,,,5.857754571469466e-08,3.412310859203503e-07,,
2019-09-06,,,,,,,,,,,,,,,2.2435348896410796e-08,1.4490002509198488e-07,,
2019-09-07,,,,,,,,,,,,,,,,7.767311842890273e-08,,
2019-09-08,,,,,,,,,,,,,,,,,,
2019-09-09,,,,,,,,,,,,,,,2.269677282115019e-08,,,
2019-09-10,,,,,,,,,,,,,,,,,,
2019-09-11,,,,,,,,,,,,,,,,,,
2019-09-12,,,,,,,,,,,,,,,,,,
2019-09-13,,,,,,,,,,,,,,,,,,
2019-09-14,,,,,,,,,,,,,,,7.205681968459409e-08,,,
2019-09-15,,,,,,,,,,,,,,,,,,
2019-09-16,,,,,,,,,,,,,,,,,,
2019-09-17,,,,,,,,,,,,,,,,,,
2019-09-18,,,,,,,,,,,,,,,1.8587630495482215e-08,,,
2019-09-19,,,,,,,,,,,,,,,,,,
2019-09-20,,,,,,,,,,,,,,,,,,
2019-09-21,,,,,,,,,,,,,,,,,,
2019-09-22,,,,,,,,,,,,,,,,,,
2019-09-23,,,,,,,,,,,,,,,,,,
2019-09-24,,,,,,,,,,,,,,,,,,
2019-09-25,,,,,,,,,,,,,,,,,,
2019-09-26,,,,,,,,,,,,,,,,1.4313524492528392e-07,,
2019-09-27,,,,,,,,,,,,,,,,,,
2019-09-28,,,,,,,,,,,,,,,,,,
2019-09-29,,,,,,,,,,,,,,,,,,
2019-09-30,,,,,,,,,,,,,,,,9.253523479866419e-08,,
2019-10-01,,,,,,,,,,,,,,,3.772861996827355e-08,8.692331428451046e-08,,
2019-10-02,,,,,,,,,,,,,,,,,,
2019-10-03,,,,,,,,,,,,,,,,,,
2019-10-04,,,,,,,,,,,,,,,,,,
2019-10-05,,,,,,,,,,,,,,,,1.1977896628383136e-07,,
2019-10-06,,,,,,,,,,,,,,,2.364658196933937e-08,,,
2019-10-07,,,,,,,,,,,,,,,3.6821592670932984e-08,,,
